Text,Emotion
i feel so lucky to have the opportunity to be here,joy
i am blank completely i am just feeling every emotion as precious would feel it and how she should feel it,joy
i came close to just packing up and heading home but then i wondered would home feel less awful,sadness
"@arviena hahaha...come, be a judge, need your brutal honesty",neutral
i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations,sadness
i feel horrible for making everyone else so worried,sadness
i was already feeling mentally crappy and it was just ridiculous,sadness
i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear
@geofferyjohnson looking forward to it. we're sitting at the bar.,surprise
i can never fall in love with anyone because my feelings make me too dangerous,anger
im beginning to feel like i know the terrain ive lived numb for so long now numb feels like norm thats where the story ends and this is where the fairy tale starts im beginning to feel happy,sadness
getting a low grade on my physics midterm,anger
im feeling jealous just thinking of you all wrapped up all clean warm and soft,anger
"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",surprise
i feel somewhat hopeless and pitiful,sadness
@LeXxLuV nothing bout 2 go 2 work,neutral
@willisface you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!,neutral
Sitting at the doctor's office.,neutral
i have a feeling she is going to be an amazing artist like her daddy and uncles,joy
i feel hateful sometimes,anger
i parted feeling that we had created some wonderful memories,joy
i make my intentions known here i feel rotten if i dont go,sadness
i have only been blogging here for a short time in fact today marks my three month blogoversary but i feel that i have been accepted into this community,joy
i really feel cute when i wear them,joy
i am still glad to help when someone asks makes me feel complacent at least i am good at something,joy
i returned home feeling determined disturbed disgusted and devoted,joy
i feel incredibly isolated and lonely,sadness
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger
i feel sorry for writers because even drecky writers can pay to have a pretty good cover done for them,sadness
"2 days of this month left, and I only have 400MB left on my onpeak downloads.",surprise
Ugh 3 more hours,neutral
@crazycori713 I don't think I'm going camping,neutral
@jacobjunior7 it's still being retarded for me,neutral
i feel honored to have had the opportunity to sign my book within the walls of this library,joy
@keithflaherty  yes my dear    V,neutral
i am so relieved and excited and i feel confident again,joy
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,anger
@MrRathbone what about me,neutral
every time i meet a certain dog that has once bitten me,fear
im weary i feel burdened and i could definitely use some rest,sadness
@Elmo824 tegan and sara fan? follow them @theteganandsara,neutral
i feel this strong urge to stop the work trip,joy
i no longer feel like a pathetic sad fat girl who cant eat nachos every day,sadness
"ey twitters! home again from school, and i'm still cold. and i haven't planned nothing today.. just take it easy",neutral
i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,sadness
i have been anticipating so i am somewhat surprised uncertain and to some degree annoyed about their presence in my daily experience especially in light of the fact that i have at other times been feeling more joyful and confident in my abilities as a loving human being than ever before,joy
i feel like i cause a lot of problems for her and am not exactly sure of her sincere feelings,joy
"finished work @ midday, had kiddie dinner ... now have no get-up &amp; go ... ah well it's bank holiday!   #fb",surprise
R-T @michaeldunlop 30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,neutral
@abhorrentbm lame. you should have said hello!,surprise
when an alcoholic stood dribbling over a food counter,anger
i just feel so listless,sadness
"writing my AWESOME, but raunchy(; dream to brooke  ahaha",surprise
